Price,SPY,QQQ,IWM,EFA,TLT
Ticker,SPY,QQQ,IWM,EFA,TLT
Date,,,,,
2015-01-02,170.589599609375,94.784423828125,102.9698486328125,43.780635833740234,94.76049041748047
2015-01-05,167.50880432128906,93.39408111572266,101.59322357177734,42.7471809387207,96.24898529052734
2015-01-06,165.93104553222656,92.14179992675781,99.83561706542969,42.26298904418945,97.98314666748047
2015-01-07,167.99880981445312,93.32960510253906,101.06504821777344,42.732730865478516,97.78962707519531
2015-01-08,170.9799041748047,95.11590576171875,102.77932739257812,43.310874938964844,96.49461364746094
2015-01-09,169.60975646972656,94.48979187011719,101.79232788085938,43.101295471191406,97.55143737792969
2015-01-12,168.28106689453125,93.5045394897461,101.45467376708984,43.000125885009766,98.10970306396484
2015-01-13,167.8077392578125,93.47694396972656,101.53257751464844,43.2169303894043,98.10970306396484
2015-01-14,166.79466247558594,92.96128845214844,101.12565612792969,43.09407424926758,98.85395050048828
2015-01-15,165.26675415039062,91.75508880615234,99.42002868652344,43.36869812011719,100.40943908691406
2015-01-16,167.43406677246094,92.8323974609375,101.03910064697266,43.93239212036133,99.12931823730469
2015-01-20,167.79115295410156,93.56903076171875,100.61486053466797,44.084163665771484,100.44673156738281
2015-01-21,168.63815307617188,94.04779815673828,100.29450225830078,44.431053161621094,99.28561401367188
2015-01-22,171.14601135253906,95.7880859375,102.3377914428711,44.597267150878906,98.92833709716797
2015-01-23,170.20765686035156,95.99986267089844,102.26850891113281,44.34431838989258,100.3053207397461
2015-01-26,170.6062469482422,95.88937377929688,103.25550842285156,44.95138931274414,100.0000991821289
2015-01-27,168.35586547851562,93.40328979492188,102.76205444335938,45.016441345214844,100.15636444091797
2015-01-28,166.19680786132812,92.9244613647461,101.03043365478516,44.34431838989258,101.79383850097656
2015-01-29,167.7330322265625,93.817626953125,102.42436218261719,44.95138931274414,101.1240005493164
2015-01-30,165.62380981445312,93.09019470214844,100.17327880859375,44.24314880371094,102.91764831542969
2015-02-02,167.6748504638672,93.9004898071289,101.0910415649414,44.77794647216797,102.52909088134766
2015-02-03,170.0996856689453,94.8028335571289,102.90055084228516,45.493404388427734,100.35885620117188
2015-02-04,169.4519500732422,94.71997833251953,102.51961517333984,45.117610931396484,100.53045654296875
2015-02-05,171.16256713867188,95.53946685791016,103.84429168701172,45.73912811279297,99.42667388916016
2015-02-06,170.6892852783203,94.95938110351562,103.73172760009766,45.1682014465332,97.66670989990234
2015-02-09,169.92523193359375,94.6555404663086,102.90922546386719,44.95138931274414,97.51001739501953
2015-02-10,171.73553466796875,96.12876892089844,103.56723022460938,45.363319396972656,96.73445892333984
2015-02-11,171.83522033691406,96.47864532470703,103.42001342773438,45.117610931396484,96.91341400146484
2015-02-12,173.48773193359375,97.60200500488281,104.59754943847656,45.81861877441406,96.59272766113281
2015-02-13,174.20187377929688,98.4399185180664,105.22088623046875,46.12214660644531,95.6008529663086
2015-02-17,174.47593688964844,98.53199768066406,105.5499267578125,46.23054885864258,94.1614990234375
2015-02-18,174.49249267578125,98.67009735107422,105.66248321533203,46.50517272949219,94.72081756591797
2015-02-19,174.3679656982422,99.1581039428711,105.67112731933594,46.56298065185547,94.09441375732422
2015-02-20,175.41424560546875,99.82106018066406,105.95683288574219,46.99659729003906,94.37034606933594
2015-02-23,175.3893280029297,99.92233276367188,106.06074523925781,46.830387115478516,95.45169067382812
2015-02-24,175.8875732421875,99.99600982666016,106.1992416381836,47.119468688964844,96.70458984375
2015-02-25,175.73809814453125,99.74742126464844,106.32048034667969,47.155601501464844,97.12223815917969
2015-02-26,175.53053283691406,100.25384521484375,106.71009826660156,47.02550506591797,95.79475402832031
2015-02-27,174.93263244628906,99.81185913085938,106.12998962402344,47.04719161987305,96.6001968383789
2015-03-02,176.03701782226562,100.71420288085938,106.90057373046875,47.119468688964844,94.80084991455078
2015-03-03,175.31454467773438,100.24464416503906,106.2685317993164,46.830387115478516,94.45709991455078
2015-03-04,174.5755615234375,99.8578872680664,105.93951416015625,46.64249038696289,94.48701477050781
2015-03-05,174.76654052734375,100.03282928466797,106.25119018554688,46.750892639160156,94.36746215820312
2015-03-06,172.30850219726562,98.90029907226562,104.90921783447266,46.11492156982422,92.28268432617188
2015-03-09,173.02273559570312,99.18572235107422,105.36808776855469,46.187191009521484,93.1345443725586
2015-03-10,170.21592712402344,97.34418487548828,104.15597534179688,45.18265151977539,94.35999298095703
2015-03-11,169.8173065185547,96.78250122070312,104.79666900634766,45.29827880859375,95.0474853515625
2015-03-12,171.97637939453125,97.4178466796875,106.53692626953125,45.861976623535156,94.98017120361328
2015-03-13,170.92176818847656,96.99430084228516,106.15596008300781,45.594581604003906,94.68875885009766
2015-03-16,173.20541381835938,98.24652862548828,106.77934265136719,46.10769271850586,95.60039520263672
2015-03-17,172.69056701660156,98.403076171875,107.06509399414062,45.9920654296875,96.39247131347656
2015-03-18,174.76654052734375,99.36988067626953,107.92222595214844,46.97492599487305,98.25305938720703
2015-03-19,173.96939086914062,99.5172348022461,108.12997436523438,46.42567825317383,97.7524185180664
2015-03-20,175.5049591064453,100.16136932373047,109.0823745727539,47.451904296875,98.26799011230469
2015-03-23,175.16297912597656,99.96759796142578,108.98715209960938,47.69038009643555,98.1484146118164
2015-03-24,174.17874145507812,99.60765075683594,108.96117401123047,47.58921813964844,99.09739685058594
2015-03-25,171.62637329101562,97.32811737060547,106.35844421386719,47.365177154541016,98.26051330566406
2015-03-26,171.21763610839844,96.99585723876953,106.22815704345703,46.953243255615234,96.72870635986328
2015-03-27,171.60964965820312,97.38347625732422,106.90555572509766,47.07609939575195,97.93174743652344
2015-03-30,173.70327758789062,98.50017547607422,108.35586547851562,47.105003356933594,97.44605255126953
2015-03-31,172.18519592285156,97.45734405517578,108.00846862792969,46.375083923339844,97.65528869628906
2015-04-01,171.57627868652344,96.94972229003906,108.05191040039062,46.70752716064453,98.93792724609375
2015-04-02,172.1935577392578,97.01432037353516,108.25167083740234,47.11224365234375,97.88968658447266
2015-04-06,173.35292053222656,97.80802154541016,108.72931671142578,47.58921813964844,97.34302520751953
2015-04-07,172.8942108154297,97.64189910888672,108.0345458984375,47.52417755126953,98.15921783447266
2015-04-08,173.47801208496094,98.41709899902344,108.96376037597656,47.726524353027344,98.18914794921875
2015-04-09,174.24542236328125,99.03545379638672,108.5729751586914,47.79156494140625,96.91619110107422
2015-04-10,175.19627380371094,99.44153594970703,109.09403228759766,47.88551712036133,97.05850982666016
2015-04-13,174.4039306640625,99.19234466552734,109.16352081298828,47.58197784423828,97.1932601928711
2015-04-14,174.73765563964844,98.90623474121094,109.13748168945312,47.93610382080078,97.88214111328125
2015-04-15,175.5216522216797,99.52461242675781,109.90170288085938,48.15290832519531,97.7997817993164
2015-04-16,175.47161865234375,99.38614654541016,109.8409194946289,48.282997131347656,97.31304168701172
2015-04-17,173.45298767089844,97.835693359375,108.06062316894531,47.675933837890625,98.42878723144531
2015-04-20,175.037841796875,99.30308532714844,109.12007904052734,47.726524353027344,97.5601806640625
2015-04-21,174.82936096191406,99.72763061523438,109.00718688964844,48.15290832519531,97.11834716796875
2015-04-22,175.68849182128906,100.27214813232422,109.1722183227539,48.246864318847656,95.63575744628906
2015-04-23,176.13055419921875,100.65050506591797,109.6672134399414,48.42753601074219,96.04761505126953
2015-04-24,176.5392608642578,102.01637268066406,109.3024673461914,48.709381103515625,96.64665985107422
2015-04-27,175.80523681640625,101.75798034667969,108.09530639648438,48.9478759765625,96.64665985107422
2015-04-28,176.36407470703125,101.55498504638672,108.694580078125,49.005680084228516,95.31379699707031
2015-04-29,175.63839721679688,100.91814422607422,107.51347351074219,48.57929229736328,94.14563751220703
2015-04-30,173.87841796875,99.33079528808594,105.23814392089844,48.06618881225586,94.31045532226562
2015-05-01,175.7635498046875,100.64128875732422,105.9241943359375,48.600975036621094,93.04085540771484
2015-05-04,176.2639617919922,100.80743408203125,106.3063735961914,48.55038833618164,92.1629638671875
2015-05-05,174.24542236328125,99.16464233398438,104.95155334472656,47.82769775390625,92.03543090820312
2015-05-06,173.52813720703125,98.48172760009766,105.31632232666016,47.95055389404297,90.4597396850586
2015-05-07,174.2204132080078,99.07237243652344,105.71578216552734,47.79156494140625,91.67525482177734
2015-05-08,176.51425170898438,100.30903625488281,106.50608825683594,48.897281646728516,91.92285919189453
2015-05-11,175.6717987060547,99.92142486572266,106.56685638427734,48.47090148925781,89.6868896484375
2015-05-12,175.14630126953125,99.46922302246094,106.37582397460938,48.44199752807617,89.91948699951172
2015-05-13,175.1796417236328,99.6722412109375,106.37582397460938,48.80332565307617,89.19921875
2015-05-14,177.00636291503906,101.13041687011719,107.50479888916016,49.388710021972656,89.43924713134766
2015-05-15,177.19821166992188,101.13041687011719,107.38320922851562,49.44652557373047,91.23258972167969
2015-05-18,177.7487030029297,101.57340240478516,108.59905242919922,49.28030776977539,89.70189666748047
2015-05-19,177.69036865234375,101.4626693725586,108.45138549804688,49.09239959716797,88.9065170288086
2015-05-20,177.565185546875,101.52725982666016,108.65113830566406,49.18635940551758,89.05660247802734
